Event Number,Event Type Group,Event Description,Approximate Location,Neighbourhood Id,Neighbourhood Name,Dispatch Date,Dispatch Time,Dispatch Year,Dispatch Month Name,Dispatch Month Number,Dispatch Day Number,Day Of Week,Event Close Date,Event Close Time,Equipment Assigned,Latitude,Longitude,Location,Count
E19055724,VF,VEHICLE FIRE,49 ST NW / 20 AV NW,6580,POLLARD MEADOWS,September 13 2019,07:05:55,2019,SEPTEMBER,09,13,Friday,September 13 2019,07:20:20,PUMPER(1),53.45097251961994,-113.41677911495712,"(53.45097251961994, -113.41677911495712)",1
E19059667,MD,MEDICAL,121 ST NW / 157 AV NW,3180,DUNLUCE,October 01 2019,06:25:50,2019,OCTOBER,10,01,Tuesday,October 01 2019,07:48:47,PUMPER(1),53.61932666296412,-113.53216516468164,"(53.61932666296412, -113.53216516468164)",1
E19055894,OF,OUTSIDE FIRE,TOWNE CENTRE BLVD NW / SOUTH TERWILLEGAR DR NW,5642,SOUTH TERWILLEGAR,September 13 2019,21:14:49,2019,SEPTEMBER,09,13,Friday,September 13 2019,21:23:40,PUMPER(1),53.44134039580327,-113.57790422190602,"(53.44134039580327, -113.57790422190602)",1
E19055793,PM,PERMIT-BURNING OR OTHER,RABBIT HILL RD NB SW / ELLERSLIE RD SW,5505,AMBLESIDE,,,,,,,,September 13 2019,11:57:18,NO UNITS DISPTCHED,53.42490304264458,-113.58996394702277,"(53.42490304264458, -113.58996394702277)",1
E19059696,TA,MOTOR VEHICLE INCIDENT,118 AV NW / 95 ST NW,1010,ALBERTA AVENUE,October 01 2019,08:37:20,2019,OCTOBER,10,01,Tuesday,October 01 2019,09:41:03,"DCCAR(1), PUMPER(1), RESCUE(1)",53.570389815634485,-113.48722760993907,"(53.570389815634485, -113.48722760993907)",1
E19059661,MD,MEDICAL,103 ST NW / 100 AV NW,1090,DOWNTOWN,October 01 2019,04:46:57,2019,OCTOBER,10,01,Tuesday,October 01 2019,05:58:45,PUMPER(1),53.54017004297866,-113.49740760015938,"(53.54017004297866, -113.49740760015938)",1
E19055801,AL,ALARMS,47 AV NW / 107 ST NW,5170,EMPIRE PARK,September 13 2019,11:49:47,2019,SEPTEMBER,09,13,Friday,September 13 2019,12:04:49,"DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1), TANKER(1)",53.48488607588325,-113.51065511799646,"(53.48488607588325, -113.51065511799646)",1
E19055712,MD,MEDICAL,82 AV NW / 110 ST NW,5200,GARNEAU,September 13 2019,02:54:05,2019,SEPTEMBER,09,13,Friday,September 13 2019,05:30:05,PUMPER(1),53.51816572004247,-113.51500175446223,"(53.51816572004247, -113.51500175446223)",1
E19063851,MD,MEDICAL,120 ST NW / 104 AV NW,1150,OLIVER,October 20 2019,19:55:29,2019,OCTOBER,10,20,Sunday,October 20 2019,21:16:16,PUMPER(1),53.54625416794847,-113.52866493029961,"(53.54625416794847, -113.52866493029961)",1
E19071170,MD,MEDICAL,No location,4330,MITCHELL INDUSTRIAL,November 25 2019,04:14:16,2019,NOVEMBER,11,25,Monday,November 25 2019,08:17:37,PUMPER(1),53.5705011842303,-113.5879527897285,"(53.5705011842303, -113.5879527897285)",1
E19071234,MD,MEDICAL,34A AV NW / 36 ST NW,6530,MINCHAU,November 25 2019,11:06:52,2019,NOVEMBER,11,25,Monday,November 25 2019,15:06:44,PUMPER(1),53.46445273045329,-113.39759013511433,"(53.46445273045329, -113.39759013511433)",1
E19064933,MD,MEDICAL,113 AV NW / 33 ST NW,2660,RUNDLE HEIGHTS,October 25 2019,16:46:07,2019,OCTOBER,10,25,Friday,October 25 2019,17:52:40,PUMPER(1),53.565956691604235,-113.3924713552238,"(53.565956691604235, -113.3924713552238)",1
E19055882,MD,MEDICAL,57 ST NW / 135 AV NW,2080,BELVEDERE,September 13 2019,19:35:35,2019,SEPTEMBER,09,13,Friday,September 13 2019,22:00:49,PUMPER(1),53.59791066107171,-113.42931051760097,"(53.59791066107171, -113.42931051760097)",1
E19059715,MD,MEDICAL,118 ST NW / 127 AV NW,3070,CALDER,October 01 2019,09:56:56,2019,OCTOBER,10,01,Tuesday,October 01 2019,11:08:22,PUMPER(1),53.58710106836235,-113.52509858704404,"(53.58710106836235, -113.52509858704404)",1
E19055774,MD,MEDICAL,158 AV NW / 64 ST NW,2500,MATT BERRY,September 13 2019,10:11:50,2019,SEPTEMBER,09,13,Friday,September 13 2019,12:50:57,PUMPER(1),53.619467152333016,-113.44205311949622,"(53.619467152333016, -113.44205311949622)",1
E19061941,MD,MEDICAL,105A ST NW / 30 AV NW,5470,STEINHAUER,October 11 2019,14:00:48,2019,OCTOBER,10,11,Friday,October 11 2019,15:40:17,PUMPER(1),53.462351326952415,-113.5007000891218,"(53.462351326952415, -113.5007000891218)",1
E19059832,MD,MEDICAL,23 AV SW / 83 ST SW,6213,SUMMERSIDE,October 01 2019,20:40:58,2019,OCTOBER,10,01,Tuesday,October 01 2019,21:57:39,PUMPER(1),53.41189071680434,-113.46396564895188,"(53.41189071680434, -113.46396564895188)",1
E19064876,MD,MEDICAL,17 AV SW / JAMES MOWATT TR SB SW,5454,RUTHERFORD,October 25 2019,12:16:41,2019,OCTOBER,10,25,Friday,October 25 2019,15:46:51,PUMPER(1),53.414137347016826,-113.52335628259632,"(53.414137347016826, -113.52335628259632)",1
E19055842,MD,MEDICAL,119 AV NW / 70 ST NW,2550,MONTROSE,September 13 2019,15:34:58,2019,SEPTEMBER,09,13,Friday,September 13 2019,18:27:11,PUMPER(1),53.571973879005576,-113.449329297235,"(53.571973879005576, -113.449329297235)",1
E19064815,TA,MOTOR VEHICLE INCIDENT,97 ST NW / 127 AV NW,3260,LAUDERDALE,October 25 2019,08:16:45,2019,OCTOBER,10,25,Friday,October 25 2019,10:26:49,"LADDER(1), PUMPER(1)",53.58478080671088,-113.49197854834964,"(53.58478080671088, -113.49197854834964)",1
E19068941,HZ,HAZARDOUS MATERIALS,HUMMINGBIRD WAY NW / CHICKADEE DR NW,4474,STARLING,November 13 2019,22:46:59,2019,NOVEMBER,11,13,Wednesday,November 13 2019,22:58:17,"HZUNIT(1), PUMPER(1), RESCUE(1), TANKER(1)",53.59546987379378,-113.66070881566704,"(53.59546987379378, -113.66070881566704)",1
E19055720,AL,ALARMS,82 AV NW / 108 ST NW,5200,GARNEAU,September 13 2019,05:51:22,2019,SEPTEMBER,09,13,Friday,September 13 2019,06:16:42,"DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1)",53.51809729007065,-113.50996515630074,"(53.51809729007065, -113.50996515630074)",1
E19055848,MD,MEDICAL,144 ST NW / 103 AV NW,3210,GROVENOR,September 13 2019,15:52:33,2019,SEPTEMBER,09,13,Friday,September 13 2019,17:04:48,PUMPER(1),53.54520852656605,-113.56917761754943,"(53.54520852656605, -113.56917761754943)",1
E19055874,MD,MEDICAL,187 ST NW / 74 AV NW,4270,LYMBURN,September 13 2019,18:59:56,2019,SEPTEMBER,09,13,Friday,September 13 2019,21:09:25,PUMPER(1),53.50890017160068,-113.6471988346437,"(53.50890017160068, -113.6471988346437)",1
E19055784,PM,PERMIT-BURNING OR OTHER,34 ST NW / 227 AV NW,2681,EDMONTON ENERGY AND TECHNOLOGY PARK,,,,,,,,September 13 2019,16:31:12,NO UNITS DISPTCHED,53.70350944816767,-113.39345719076634,"(53.70350944816767, -113.39345719076634)",1
E19055750,MD,MEDICAL,146 AV NW / 129 ST NW,3150,CUMBERLAND,September 13 2019,08:53:42,2019,SEPTEMBER,09,13,Friday,September 13 2019,11:47:18,PUMPER(1),53.6084921364087,-113.54440227325392,"(53.6084921364087, -113.54440227325392)",1
E19055830,MD,MEDICAL,53 ST NW / 142A AV NW,2720,YORK,September 13 2019,14:43:11,2019,SEPTEMBER,09,13,Friday,September 13 2019,17:44:49,PUMPER(1),53.60532660444122,-113.42382227357433,"(53.60532660444122, -113.42382227357433)",1
E19059733,MD,MEDICAL,CASTLE DOWNS RD NW / CASTLE DOWNS STN NW,3040,BEAUMARIS,October 01 2019,11:20:10,2019,OCTOBER,10,01,Tuesday,October 01 2019,13:09:06,PUMPER(1),53.617568794534925,-113.51760214279528,"(53.617568794534925, -113.51760214279528)",1
E19059779,MD,MEDICAL,124 ST NW / 104 AV NW,3440,WESTMOUNT,October 01 2019,15:39:35,2019,OCTOBER,10,01,Tuesday,October 01 2019,16:40:28,PUMPER(1),53.546224940446805,-113.53590372837665,"(53.546224940446805, -113.53590372837665)",1
E19059735,AL,ALARMS,82 AV NW / RIGHTCUT 83 ST SB NW,6040,BONNIE DOON,October 01 2019,11:36:04,2019,OCTOBER,10,01,Tuesday,October 01 2019,11:42:44,"DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1)",53.51809432201004,-113.45588363725926,"(53.51809432201004, -113.45588363725926)",1
E19055903,AL,ALARMS,139 AV NW / 114 ST NW,3090,CARLISLE,September 13 2019,21:46:33,2019,SEPTEMBER,09,13,Friday,September 13 2019,21:58:52,"DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1), TANKER(1)",53.601700912569484,-113.52137285671591,"(53.601700912569484, -113.52137285671591)",1
E19055733,FR,FIRE,36 AV NW / 79 ST NW,6600,RICHFIELD,September 13 2019,08:05:53,2019,SEPTEMBER,09,13,Friday,September 13 2019,09:25:12,"DCCAR(1), LADDER(2), PUMPER(3), RESCUE(1), TANKER(1)",53.46849627618276,-113.45422067789762,"(53.46849627618276, -113.45422067789762)",1
E19055844,TA,MOTOR VEHICLE INCIDENT,JASPER AV NW / 107 ST NW,1090,DOWNTOWN,September 13 2019,15:43:00,2019,SEPTEMBER,09,13,Friday,September 13 2019,16:09:29,PUMPER(1),53.54093108339172,-113.50476415465094,"(53.54093108339172, -113.50476415465094)",1
E19055858,MD,MEDICAL,75 ST NW / 138 AV NW,2400,KILDARE,September 13 2019,17:11:44,2019,SEPTEMBER,09,13,Friday,September 13 2019,19:29:53,PUMPER(1),53.60085447774821,-113.4570463707791,"(53.60085447774821, -113.4570463707791)",1
E19056555,FR,FIRE,124 ST NW / 114 AV NW,3240,INGLEWOOD,September 17 2019,00:58:51,2019,SEPTEMBER,09,17,Tuesday,September 17 2019,02:32:37,"DCCAR(1), INVESTIGATOR(1), LADDER(1), PUMPER(2), RESCUE(1)",53.564426556854116,-113.53593690963633,"(53.564426556854116, -113.53593690963633)",1
E19000451,TA,MOTOR VEHICLE INCIDENT,118 AV NW / 67 ST NW,2550,MONTROSE,September 17 2019,12:00:00,2019,SEPTEMBER,09,17,Tuesday,September 17 2019,12:00:00,NO UNITS DISPTCHED,53.57037392902636,-113.44563102306472,"(53.57037392902636, -113.44563102306472)",1
E19056578,MD,MEDICAL,156 AV NW / 98 ST NW,3040,BEAUMARIS,September 17 2019,07:17:51,2019,SEPTEMBER,09,17,Tuesday,September 17 2019,09:16:12,PUMPER(1),53.616731023469534,-113.4934513512195,"(53.616731023469534, -113.4934513512195)",1
E19060836,MD,MEDICAL,175 AV NW / 92 ST NW,2450,LAGO LINDO,October 06 2019,13:44:33,2019,OCTOBER,10,06,Sunday,October 06 2019,16:40:43,PUMPER(1),53.63675060810922,-113.48179342346691,"(53.63675060810922, -113.48179342346691)",1
E19058917,FR,FIRE,68 AV NW / 94 ST NW,6290,HAZELDEAN,September 27 2019,11:39:07,2019,SEPTEMBER,09,27,Friday,September 27 2019,12:12:16,"DCCAR(1), LADDER(2), PUMPER(3), RESCUE(1)",53.50487468406024,-113.47228874133724,"(53.50487468406024, -113.47228874133724)",1
E19056576,AL,ALARMS,KANE WYND NW / KAASA RD E NW,6370,KINISKI GARDENS,September 17 2019,07:03:47,2019,SEPTEMBER,09,17,Tuesday,September 17 2019,07:19:18,"DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1), TANKER(1)",53.47234262309281,-113.39641303870853,"(53.47234262309281, -113.39641303870853)",1
E19056700,MD,MEDICAL,107 AV NW / 109 ST NW,1180,QUEEN MARY PARK,September 17 2019,15:45:17,2019,SEPTEMBER,09,17,Tuesday,September 17 2019,16:20:48,PUMPER(1),53.55141229602614,-113.50876330852417,"(53.55141229602614, -113.50876330852417)",1
E19059770,MD,MEDICAL,WHITEMUD DR EB NW / 111 ST SB NW,5430,ROYAL GARDENS,October 01 2019,14:22:56,2019,OCTOBER,10,01,Tuesday,October 01 2019,16:23:57,PUMPER(1),53.48235136273573,-113.51738178129203,"(53.48235136273573, -113.51738178129203)",1
E19063781,AL,ALARMS,81 AV NW / 106 ST NW,5330,QUEEN ALEXANDRA,October 20 2019,12:47:56,2019,OCTOBER,10,20,Sunday,October 20 2019,13:08:01,"DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1)",53.51708685854501,-113.5052499422231,"(53.51708685854501, -113.5052499422231)",1
E19059788,AL,ALARMS,130 ST NW / 128 AV NW,3010,ATHLONE,October 01 2019,16:53:46,2019,OCTOBER,10,01,Tuesday,October 01 2019,16:59:06,"DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1), TANKER(1)",53.58652652495554,-113.54580052467745,"(53.58652652495554, -113.54580052467745)",1
E19066652,MD,MEDICAL,81 AV NW / 73 ST NW,6360,KING EDWARD PARK,November 02 2019,19:37:16,2019,NOVEMBER,11,02,Saturday,November 02 2019,22:05:54,PUMPER(1),53.51705104711529,-113.44280387223434,"(53.51705104711529, -113.44280387223434)",1
E19056741,AL,ALARMS,60 AV NW / DEAD END,4110,DECHENE,September 17 2019,19:18:40,2019,SEPTEMBER,09,17,Tuesday,September 17 2019,19:26:26,"DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1)",53.49561668635511,-113.6302221470022,"(53.49561668635511, -113.6302221470022)",1
E19056589,AL,ALARMS,107 ST NW,1110,EDMONTON MUNICIPAL AIRPORT,September 17 2019,08:05:37,2019,SEPTEMBER,09,17,Tuesday,September 17 2019,08:30:11,"DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1)",53.58048784748429,-113.50522404933723,"(53.58048784748429, -113.50522404933723)",1
E19056761,TA,MOTOR VEHICLE INCIDENT,104 ST NW / 61 AV NW,5320,PLEASANTVIEW,September 17 2019,21:31:35,2019,SEPTEMBER,09,17,Tuesday,September 18 2019,00:41:56,"DCCAR(1), PUMPER(1), RESCUE(1)",53.49797333412686,-113.4976816861079,"(53.49797333412686, -113.4976816861079)",1
E19064837,PP,PRE-INCIDENT PLANNING,WINTERBURN RD NB NW / 115 AV NW,4650,WINTERBURN INDUSTRIAL AREA EAST,October 25 2019,09:40:38,2019,OCTOBER,10,25,Friday,October 25 2019,10:31:15,"PUMPER(1), TANKER(1)",53.56582607854389,-113.68885988806991,"(53.56582607854389, -113.68885988806991)",1
E19059785,MD,MEDICAL,145 AV NW / DEAD END,3150,CUMBERLAND,October 01 2019,16:28:14,2019,OCTOBER,10,01,Tuesday,October 01 2019,18:25:13,PUMPER(1),53.60777414138122,-113.54305031476163,"(53.60777414138122, -113.54305031476163)",1
E19059814,MD,MEDICAL,HWY 19 HWY / RGE 253 RD,8888,EDM,October 01 2019,19:01:34,2019,OCTOBER,10,01,Tuesday,October 01 2019,22:21:38,PUMPER(1),53.33780092284442,-113.59820258524547,"(53.33780092284442, -113.59820258524547)",1
E19059664,MD,MEDICAL,57 AV NW / 112 ST NW,5270,LENDRUM PLACE,October 01 2019,05:35:01,2019,OCTOBER,10,01,Tuesday,October 01 2019,06:55:53,PUMPER(1),53.49479816534142,-113.52359220520098,"(53.49479816534142, -113.52359220520098)",1
E19061815,MD,MEDICAL,106 AV NW / 99 ST NW,1140,MCCAULEY,October 11 2019,02:05:53,2019,OCTOBER,10,11,Friday,October 11 2019,03:36:45,PUMPER(1),53.54995582593161,-113.49110301026583,"(53.54995582593161, -113.49110301026583)",1
E19058984,TA,MOTOR VEHICLE INCIDENT,111 ST NW / SOUTHGATE STN SB NW,5170,EMPIRE PARK,September 27 2019,16:59:00,2019,SEPTEMBER,09,27,Friday,September 27 2019,17:55:54,PUMPER(1),53.48703545270746,-113.51649027410879,"(53.48703545270746, -113.51649027410879)",1
E19058838,MD,MEDICAL,101A AV NW / 99 ST NW,1090,DOWNTOWN,September 27 2019,06:09:53,2019,SEPTEMBER,09,27,Friday,September 27 2019,06:13:30,PUMPER(1),53.54237412491473,-113.48877006860904,"(53.54237412491473, -113.48877006860904)",1
E19064934,MD,MEDICAL,135 AV NW / VICTORIA TR NW,2390,KERNOHAN,October 25 2019,16:47:05,2019,OCTOBER,10,25,Friday,October 25 2019,16:56:15,PUMPER(1),53.59726637528563,-113.38493831792219,"(53.59726637528563, -113.38493831792219)",1
E19056704,TA,MOTOR VEHICLE INCIDENT,ELLERSLIE RD EB SW / STANTON DR SW,6213,SUMMERSIDE,September 17 2019,16:02:49,2019,SEPTEMBER,09,17,Tuesday,September 17 2019,17:44:33,"DCCAR(1), PUMPER(1), RESCUE(1)",53.42483470050348,-113.45529063152395,"(53.42483470050348, -113.45529063152395)",1
E19056617,PM,PERMIT-BURNING OR OTHER,55 ST NW / 150 AV NW,2130,CASSELMAN,,,,,,,,September 17 2019,09:58:24,NO UNITS DISPTCHED,53.612888006583255,-113.42688350802196,"(53.612888006583255, -113.42688350802196)",1
E19056673,TM,TRAINING/MAINTENANCE,106A AV NW / 186 ST NW,4410,POUNDMAKER INDUSTRIAL,September 17 2019,13:46:51,2019,SEPTEMBER,09,17,Tuesday,September 17 2019,16:58:27,PUMPER(1),53.55217765923358,-113.64522507457957,"(53.55217765923358, -113.64522507457957)",1
E19056692,HZ,HAZARDOUS MATERIALS,63 AV NW / 105 ST NW,5010,ALLENDALE,September 17 2019,15:16:10,2019,SEPTEMBER,09,17,Tuesday,September 17 2019,15:35:16,PUMPER(1),53.499872585909365,-113.5022015929861,"(53.499872585909365, -113.5022015929861)",1
E19058066,MD,MEDICAL,48 ST NW / 117 AV NW,2100,BEVERLY HEIGHTS,September 23 2019,21:28:25,2019,SEPTEMBER,09,23,Monday,September 23 2019,22:32:10,PUMPER(1),53.570077526880425,-113.41532066856333,"(53.570077526880425, -113.41532066856333)",1
E19057876,TA,MOTOR VEHICLE INCIDENT,ORCHARDS GATE SW / 25 AV EB SW,6216,THE ORCHARDS AT ELLERSLIE,September 23 2019,06:15:45,2019,SEPTEMBER,09,23,Monday,September 23 2019,07:54:52,PUMPER(1),53.41031181881795,-113.47434479874778,"(53.41031181881795, -113.47434479874778)",1
E19057897,TA,MOTOR VEHICLE INCIDENT,156 ST NW / 112 AV NW,4490,SHEFFIELD INDUSTRIAL,September 23 2019,08:09:08,2019,SEPTEMBER,09,23,Monday,September 23 2019,11:16:10,"DCCAR(1), PUMPER(1), RESCUE(1)",53.560788574734275,-113.59039834931981,"(53.560788574734275, -113.59039834931981)",1
E19057864,MD,MEDICAL,132 AV NW / 112 ST NW,3260,LAUDERDALE,September 23 2019,02:10:36,2019,SEPTEMBER,09,23,Monday,September 23 2019,08:35:46,PUMPER(1),53.59211847848898,-113.51364905881525,"(53.59211847848898, -113.51364905881525)",1
E19057976,MD,MEDICAL,90 AV NW / 111 ST NW,5520,UNIVERSITY OF ALBERTA,September 23 2019,13:18:42,2019,SEPTEMBER,09,23,Monday,September 23 2019,13:24:08,PUMPER(1),53.52574984303978,-113.51779533819342,"(53.52574984303978, -113.51779533819342)",1
E19057990,MD,MEDICAL,EDMONTON HILLVIEW ONE RD NW,6300,HILLVIEW,September 23 2019,13:51:35,2019,SEPTEMBER,09,23,Monday,September 23 2019,18:59:22,PUMPER(1),53.46639731123654,-113.42871159855491,"(53.46639731123654, -113.42871159855491)",1
E19056767,CA,CITIZEN ASSIST,UNIVERSITY AV NW / GATEWAY BLVD NW,5151,STRATHCONA JUNCTION,September 17 2019,23:07:06,2019,SEPTEMBER,09,17,Tuesday,September 17 2019,23:25:57,PUMPER(1),53.511647500673064,-113.49753612800612,"(53.511647500673064, -113.49753612800612)",1
E19056571,AL,ALARMS,82 ST NW / 130 AV NW,2420,KILLARNEY,September 17 2019,06:00:57,2019,SEPTEMBER,09,17,Tuesday,September 17 2019,06:24:21,"DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1), TANKER(1)",53.59016719925781,-113.46724047926519,"(53.59016719925781, -113.46724047926519)",1
E19061901,MD,MEDICAL,SCHONSEE WAY NW / 79 ST NW,2700,SCHONSEE,October 11 2019,11:36:19,2019,OCTOBER,10,11,Friday,October 11 2019,14:20:22,PUMPER(1),53.63081348507725,-113.4647934325733,"(53.63081348507725, -113.4647934325733)",1
E19056553,MD,MEDICAL,100 AV NW / 102 ST NW,1090,DOWNTOWN,September 17 2019,00:56:09,2019,SEPTEMBER,09,17,Tuesday,September 17 2019,00:57:40,PUMPER(1),53.53884109388043,-113.49602423259365,"(53.53884109388043, -113.49602423259365)",1
E19056658,MD,MEDICAL,157 ST NW / STONY PLAIN RD NW,4060,BRITANNIA YOUNGSTOWN,September 17 2019,12:18:02,2019,SEPTEMBER,09,17,Tuesday,September 17 2019,14:27:16,PUMPER(1),53.54208540045143,-113.59207747788233,"(53.54208540045143, -113.59207747788233)",1
E19056724,TA,MOTOR VEHICLE INCIDENT,170 ST NB NW / WOLF WILLOW RD EB NW,4360,OLESKIW,September 17 2019,17:40:12,2019,SEPTEMBER,09,17,Tuesday,September 17 2019,17:55:11,PUMPER(1),53.5045909246155,-113.61533960610357,"(53.5045909246155, -113.61533960610357)",1
E19056745,FR,FIRE,107 AV NW / 93 ST NW,1140,MCCAULEY,September 17 2019,20:07:22,2019,SEPTEMBER,09,17,Tuesday,September 17 2019,20:16:35,"DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1)",53.553587602964505,-113.4802374809792,"(53.553587602964505, -113.4802374809792)",1
E19056776,MD,MEDICAL,167 ST NW / 99 AV NW,4180,GLENWOOD,September 18 2019,00:02:21,2019,SEPTEMBER,09,18,Wednesday,September 18 2019,00:02:42,NO UNITS DISPTCHED,53.53790067620641,-113.61003188257705,"(53.53790067620641, -113.61003188257705)",1
E19061890,MD,MEDICAL,74 AV NW / 109 ST NW,5290,MCKERNAN,October 11 2019,10:34:45,2019,OCTOBER,10,11,Friday,October 11 2019,13:20:58,PUMPER(1),53.510370058790365,-113.51283450554108,"(53.510370058790365, -113.51283450554108)",1
E19059673,TA,MOTOR VEHICLE INCIDENT,No location,5151,STRATHCONA JUNCTION,October 01 2019,06:52:28,2019,OCTOBER,10,01,Tuesday,October 01 2019,06:54:31,NO UNITS DISPTCHED,53.50847984288081,-113.49417037528337,"(53.50847984288081, -113.49417037528337)",1
E19056679,MD,MEDICAL,42 AV NW / 117 ST NW,5430,ROYAL GARDENS,September 17 2019,14:15:43,2019,SEPTEMBER,09,17,Tuesday,September 17 2019,16:48:38,PUMPER(1),53.47987706807802,-113.53588509558665,"(53.47987706807802, -113.53588509558665)",1
E19059828,MD,MEDICAL,101 ST NW / 128 AV NW,3260,LAUDERDALE,October 01 2019,20:11:33,2019,OCTOBER,10,01,Tuesday,October 01 2019,22:29:39,PUMPER(1),53.58721964611139,-113.49370692335324,"(53.58721964611139, -113.49370692335324)",1
E19056694,MD,MEDICAL,106 AV NW / 99 ST NW,1140,MCCAULEY,September 17 2019,15:16:18,2019,SEPTEMBER,09,17,Tuesday,September 17 2019,17:31:06,PUMPER(1),53.54995582593161,-113.49110301026583,"(53.54995582593161, -113.49110301026583)",1
E19059762,XX,OTHER,156 ST NW / 87 AV WB NW,4310,MEADOWLARK PARK,October 01 2019,13:33:29,2019,OCTOBER,10,01,Tuesday,October 01 2019,13:40:38,PUMPER(1),53.52000930797099,-113.5903501085908,"(53.52000930797099, -113.5903501085908)",1
E19056747,MD,MEDICAL,44 AV NW / DEAD END,6390,LARKSPUR,September 17 2019,20:17:29,2019,SEPTEMBER,09,17,Tuesday,September 18 2019,01:18:31,PUMPER(1),53.48141159880549,-113.37787185903721,"(53.48141159880549, -113.37787185903721)",1
E19056682,MD,MEDICAL,97 ST NW / 82 AV NW,6610,RITCHIE,September 17 2019,14:46:51,2019,SEPTEMBER,09,17,Tuesday,September 17 2019,16:45:02,PUMPER(1),53.51804565351657,-113.47972347893413,"(53.51804565351657, -113.47972347893413)",1
E19061825,MD,MEDICAL,101 ST NW / 119 AV NW,1250,WESTWOOD,October 11 2019,05:01:43,2019,OCTOBER,10,11,Friday,October 11 2019,05:11:58,PUMPER(1),53.573503679363945,-113.4937270588487,"(53.573503679363945, -113.4937270588487)",1
E19061954,MD,MEDICAL,JASPER AV NW / 86 ST NW,1020,BOYLE STREET,October 11 2019,14:55:44,2019,OCTOBER,10,11,Friday,October 11 2019,18:11:16,PUMPER(1),53.55402630326071,-113.47226341262866,"(53.55402630326071, -113.47226341262866)",1
E19061828,MD,MEDICAL,155 ST NW / 106 AV NW,4090,CANORA,October 11 2019,06:07:03,2019,OCTOBER,10,11,Friday,October 11 2019,09:06:25,PUMPER(1),53.55074551424761,-113.58860958186666,"(53.55074551424761, -113.58860958186666)",1
E19064974,AL,ALARMS,CHARLESWORTH DR SW / CHARLESWORTH WAY SW,6661,CHARLESWORTH,October 25 2019,21:32:14,2019,OCTOBER,10,25,Friday,October 25 2019,21:42:17,"DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1), TANKER(1)",53.42644747488954,-113.39739700760282,"(53.42644747488954, -113.39739700760282)",1
E19056674,MD,MEDICAL,156 ST NW / 89 AV NW,4310,MEADOWLARK PARK,September 17 2019,13:47:39,2019,SEPTEMBER,09,17,Tuesday,September 17 2019,15:45:26,PUMPER(1),53.52166246345995,-113.59032434431724,"(53.52166246345995, -113.59032434431724)",1
E19056563,OF,OUTSIDE FIRE,127 AV NW / 67 ST NW,2020,BALWIN,September 17 2019,04:33:53,2019,SEPTEMBER,09,17,Tuesday,September 17 2019,05:32:07,"INVESTIGATOR(1), PUMPER(1)",53.5850280605778,-113.44498840283067,"(53.5850280605778, -113.44498840283067)",1
E19056672,TA,MOTOR VEHICLE INCIDENT,105 ST NW / 16 AV NW,5030,BEARSPAW,September 17 2019,13:42:28,2019,SEPTEMBER,09,17,Tuesday,September 17 2019,13:59:08,PUMPER(1),53.44585098333366,-113.49953911525881,"(53.44585098333366, -113.49953911525881)",1
E19057943,CA,CITIZEN ASSIST,111 ST NW / 83 AV NW,5200,GARNEAU,September 23 2019,10:37:40,2019,SEPTEMBER,09,23,Monday,September 23 2019,10:50:28,"DCCAR(1), PUMPER(1)",53.51910278095387,-113.5178187009341,"(53.51910278095387, -113.5178187009341)",1
E19057905,AL,ALARMS,117 AV NW / 168 ST NW,4350,NORWESTER INDUSTRIAL,September 23 2019,08:31:18,2019,SEPTEMBER,09,23,Monday,September 23 2019,08:38:39,"DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1)",53.56743736101561,-113.6106205038272,"(53.56743736101561, -113.6106205038272)",1
E19057928,86,ADVISED EVENT,96 ST NW / 103A AV NW,1020,BOYLE STREET,,,,,,,,September 23 2019,09:56:21,NO UNITS DISPTCHED,53.547954818331796,-113.48410323553125,"(53.547954818331796, -113.48410323553125)",1
E19058042,MD,MEDICAL,78 AV NW / 185 ST NW,4270,LYMBURN,September 23 2019,18:04:00,2019,SEPTEMBER,09,23,Monday,September 23 2019,22:03:05,PUMPER(1),53.51137820685532,-113.64358173405715,"(53.51137820685532, -113.64358173405715)",1
E19058003,MD,MEDICAL,45 AV NW,5110,CALGARY TRAIL NORTH,September 23 2019,14:58:55,2019,SEPTEMBER,09,23,Monday,September 23 2019,19:58:46,PUMPER(1),53.48310622410682,-113.49289467009845,"(53.48310622410682, -113.49289467009845)",1
E19056778,MD,MEDICAL,JASPER AV NW / 84 ST NW,1020,BOYLE STREET,September 18 2019,00:10:22,2019,SEPTEMBER,09,18,Wednesday,September 18 2019,01:07:15,NO UNITS DISPTCHED,53.55539935676982,-113.47105177584537,"(53.55539935676982, -113.47105177584537)",1
